id,name,description,latitude,longitude,images,price,rating,amenities
365a893d-1a69-480b-8d49-3b65bf87ab96,APA Hotel Shinagawa Togoshi Ekimae,,35.6152851,139.7172886,"[""https://cf.bstatic.com/xdata/images/hotel/square240/282729229.webp?k=e1dacf1954a69020d6abb9f452d80cb773cf5fedaff3927fc5ae84b5d84ebb37&o=""]",112,7.9,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""446"", ""489"", ""490"", ""492"", ""493"", ""494"", ""497"", ""499""]"
df1be321-e327-4356-827e-96a0a6f7bafe,Shinagawa Prince Hotel N Tower,,35.6282891,139.736996,[],151,7.9,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""448"", ""492"", ""493"", ""496""]"
4bf554cb-0fea-4ac0-a360-414f8ac8f1a9,Smile Hotel Shinagawa Sengakuji Ekimae,,35.640672,139.7413735,"[""https://cf.bstatic.com/xdata/images/hotel/square600/447134144.webp?k=8582d45e1fd78c6d4132962ce9a14047374603608588a900d29e7d555d33ad9e&o=""]",99,8.5,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""448"", ""489"", ""492"", ""494""]"
95c83e5c-d825-427c-a364-fe303f583f66,Hotel Fukudaya,,35.6542277,139.6912768,"[""https://cf.bstatic.com/xdata/images/hotel/square600/592803352.jpg?k=84eae21c344d4bf39f26e67a577943ebf38073897cd19ce690bbbe7665f6e4cd&o=""]",118,8.5,"[""435"", ""436"", ""439"", ""440"", ""443"", ""445"", ""446"", ""448"", ""502""]"
5a2d28ec-9616-4943-a2fa-1b5cec26f486,Boutique Hotel Notting Hill,,52.3583958,4.8987243,"[""https://cf.bstatic.com/xdata/images/hotel/square240/218926042.jpg?k=060e2b760e97ec2841fe6f8170bdf8bec2912ec6548fc71aef211a39096b14fd&o=""]",114,8.7,"[""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""448"", ""493"", ""494"", ""495"", ""496"", ""500"", ""505"", ""506""]"
09092137-c8cd-4e71-a134-f9d22254f0c6,Hotel Niles Istanbul,,41.0080086,28.9644465,"[""https://cf.bstatic.com/xdata/images/hotel/square240/69341648.webp?k=4eb83af55bc7e80782f61192fdccef559d74dc30f13d041f873eaa11dd02ab3c&o=""]",88,8.4,"[""436"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""495"", ""496"", ""499"", ""500"", ""501"", ""502"", ""505"", ""506""]"
9fd5b2db-f839-4004-a92c-2e5a475dbf3b,Ibis Styles Istanbul Atasehir,,40.9852457,29.1119799,[],88,8.1,"[""436"", ""439"", ""440"", ""441"", ""448"", ""490"", ""502""]"
cabc2471-ed91-47fe-8380-34c4090d7a3b,HOTEL MYSTAYS Kiyosumi Shirakawa,,35.68448780000001,139.7959249,"[""https://cf.bstatic.com/xdata/images/hotel/square240/220592476.webp?k=978a3872427cd45fc2526247347eef588d18adde67663b40d4d4f65b9fabda71&o=""]",102,8.2,"[""182"", ""436"", ""445"", ""489"", ""492"", ""502""]"
5ad9bbb8-5209-40a3-8e8a-dde603dcea5b,Tmark City Hotel Tokyo Omori,,35.5870582,139.7363427,[],111,8.4,"[""435"", ""436"", ""439"", ""444"", ""445"", ""448"", ""489"", ""492"", ""493"", ""495"", ""496"", ""502""]"
71b6a015-57d5-4efe-8af5-72a24c789969,Ikebukuro Central Hotel,,35.7324434,139.7135388,"[""https://cf.bstatic.com/xdata/images/hotel/square240/633383575.webp?k=5b1f31fa7aa3ec788bd8e72ee1c8873721a872aa95ff51726775127afba11966&o=""]",71,5.1,"[""435"", ""436"", ""439"", ""444"", ""445"", ""489"", ""492"", ""493"", ""494"", ""505""]"
95105dd3-956e-44c4-a738-9f31d432220b,"Bookable - Binghatti Crescent, XL 1 Bedroom, Private Terrace",,25.0638129,55.2175688,"[""https://cf.bstatic.com/xdata/images/hotel/square600/543823131.jpg?k=df1363c66b7b7c7ea6169a47fcd98517a63721a4929899008cfe6f0b0500d40a&o=""]",120,6,[]
959c9c27-e252-4f89-b3d2-33fd35def62e,Charming 1BR Apart With Stunning Sea&Marina Views,,25.0690384,55.1332471,"[""https://cf.bstatic.com/xdata/images/hotel/square240/450650006.webp?k=b08344381efbfc9fe7b3349749a05adf505191316f128267b1331cbaa704daa7&o=""]",167,5.8,"[""436"", ""444"", ""445"", ""446"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""497"", ""498"", ""499"", ""502"", ""503"", ""505"", ""506""]"
5f69df75-a2c4-4415-98be-e156496a583c,Raffles The Palm,,25.2048493,55.2707828,"[""https://cf.bstatic.com/xdata/images/hotel/square600/641783089.webp?k=cc4d8771dcd4101322b09239e04c99d6b1d495ec5cd8e5cafe96cfe7ea717bfd&o=""]",343,9,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""490"", ""492"", ""493"", ""494"", ""495"", ""499"", ""500"", ""502"", ""505"", ""506""]"
d6b5bf35-0714-4528-8d97-e596055a4aa2,Ink Hotel,,25.2250683,55.3378531,"[""https://cf.bstatic.com/xdata/images/hotel/square600/333634089.jpg?k=7b6cc3037d9c7ab30ec06f1db3a6a3075de50261c9ade098ea43a635a647e2fa&o=""]",87,8.1,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""495"", ""496"", ""497"", ""499"", ""502"", ""503"", ""505"", ""506""]"
47012338-2b4f-48df-a9f5-e92f024695cb,Massive SoHo Loft 5bedrooms 2 baths - 2500 SQFT,,40.7212402,-73.9988979,"[""https://cf.bstatic.com/xdata/images/hotel/square600/584969092.jpg?k=05d5613a6999047f2696c237c1618cd8650579fe9da8bf4fe953ee3e03bd9198&o=""]",1024,9.7,[]
88afb5e8-a095-4b3e-8eac-ada968b0ada9,Hotel Troya Balat,,41.0285604,28.9528714,"[""https://cf.bstatic.com/xdata/images/hotel/square240/47075382.jpg?k=afeeed0d8c74165ded6cbb92293486f32f1697c095917024479171e958d32773&o=""]",116,9,"[""500""]"
f7c6823c-9817-46ce-9be8-4728c938e372,花築浅草和心ホテル,,35.714955,139.7987517,"[""https://cf.bstatic.com/xdata/images/hotel/square240/405812035.webp?k=857b21e0fbc9230d1b28e2f3f1983bb3c82bfaedb00dd9a9acf98b59b3e2477f&o=""]",109,8.4,"[""436"", ""445"", ""492"", ""493"", ""494"", ""495"", ""497"", ""498""]"
df02697c-6423-4574-90ac-c5fe921ee40b,Sonder Henri on 24,,40.74328149999999,-73.99103099999999,[],182,8,"[""439"", ""440"", ""441"", ""442"", ""443"", ""445"", ""448""]"
5b294438-04b7-4b9d-9f45-dd21aca80f1a,Tempo Hotel Caglayan,,41.0676091,28.9739561,"[""https://cf.bstatic.com/xdata/images/hotel/square600/11350994.webp?k=b7bb808cef4ddb695be7f3c3a05e98c2b4999f6f0735a3ec7295fa5426a067f4&o=""]",57,8.8,[]
8726d6e7-1c47-4da8-a83f-ced6f1ed3110,APA Hotel Tokyo Ojima,,35.688981,139.8213489,[],121,7.5,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""446"", ""489"", ""490"", ""492"", ""493"", ""494"", ""497"", ""499""]"
325eaddb-520b-4087-84b0-d2b8f34077d4,Smile Hotel Tokyo Nihonbashi,,35.6787993,139.7789467,[],130,7.5,"[""435"", ""436"", ""445""]"
2b50c8d2-9986-4a02-8b82-00baa688cdb6,APA Hotel Higashi Shinjuku Kabukicho,,35.6979653,139.704715,"[""https://cf.bstatic.com/xdata/images/hotel/square600/623321368.jpg?k=9deb203c298d4859ddfc92811fd1448d99ff5df7acac212ea92a6911544b1d1f&o=""]",144,7.8,"[""435"", ""436"", ""439"", ""440"", ""443"", ""444"", ""445"", ""448"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""496"", ""502""]"
eaf57093-015d-41a7-a283-8c152d986a16,Odakyu Hotel Century Southern Tower,,35.6864001,139.700471,"[""https://cf.bstatic.com/xdata/images/hotel/square600/331629640.webp?k=efb76a4c281cc09a0e2032193e0b16b63bf0fd7b1c8d34c244959566c083eac6&o=""]",472,8.7,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""489"", ""492"", ""493"", ""494"", ""495"", ""496""]"
42d0839c-1992-45f4-85d0-ba593ca7cf4f,Hotel Monterey Ginza,,35.672809,139.7689219,[],138,8,"[""436"", ""439"", ""440"", ""444"", ""445"", ""448"", ""489"", ""492"", ""494"", ""496""]"
ddaba41b-a8bc-4dd1-a26c-18c249287148,Hotel The Celestine Ginza,,35.66907399999999,139.759917,"[""https://cf.bstatic.com/xdata/images/hotel/square240/592811901.webp?k=13d802e9f58afef0fe4534f21ac80860643b3c255cab6a2b8b51bebc403aca1d&o=""]",491,8.8,"[""435"", ""436"", ""444"", ""445"", ""489"", ""492"", ""493"", ""495""]"
d9a91eaf-4192-466e-8c54-5f8d4dbaee2f,HOTEL LiVEMAX Asakusa Sky Front,,35.7086891,139.8103801,"[""https://cf.bstatic.com/xdata/images/hotel/square240/475147856.webp?k=bf346bd9ba2016b9b70230c5c80ad305f970dc325a148a48f4d690e5ba80f2a5&o=""]",72,7.2,"[""436"", ""445"", ""490"", ""492"", ""493"", ""496"", ""497"", ""502""]"
fd0d6eb3-59ad-4690-9f27-3eecadcfae4c,Hotel Trend Asakusa Annex,,35.7121918,139.7929049,"[""https://cf.bstatic.com/xdata/images/hotel/square240/147078855.webp?k=e7f397aea57c80e6db93fad596446d7a24a6658cf44be2071d58f854e66c33bb&o=""]",78,7.6,[]
2616c30f-d56b-4428-8ca8-fbf8a89a5908,HOTEL LiVEMAX BUDGET Korakuen,,35.7107968,139.7462379,"[""https://cf.bstatic.com/xdata/images/hotel/square600/41865105.jpg?k=c926a9e568cb94d978e745f53bb641c84578060bb781a1c9a03d82b580bff82b&o=""]",63,4.6,"[""436"", ""445"", ""490"", ""492"", ""493"", ""496"", ""497"", ""502""]"
68434cbc-4549-4478-92b0-bb5eaf4d410a,HOTEL LiVEMAX BUDGET Nippori,,35.7254625,139.7643375,"[""https://cf.bstatic.com/xdata/images/hotel/square600/474854050.jpg?k=f86de4b583c469d50ee72b59da1f1bc4d8f0734e41771e5c4c10400e41e7efb1&o=""]",86,4.5,"[""436"", ""445"", ""490"", ""492"", ""493"", ""496"", ""497""]"
4048eaa2-7ff6-445e-9359-fccef7abb8b8,Serendipity Kinshicho,,35.6978346,139.8096545,"[""https://cf.bstatic.com/xdata/images/hotel/square600/296026399.jpg?k=9c054e8356e6c1d77ff9d3d895be3915f23dde44e8703ffdddd2f96fa6fc7445&o=""]",234,8.8,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""445"", ""448"", ""496""]"
fe278aa1-d762-4e01-a00a-092eb135a351,Atour Hotel Shanghai The Old Bund Pier,,31.21114,121.50211,"[""https://cf.bstatic.com/xdata/images/hotel/square600/354851699.webp?k=cba958ad383319dbf9e2c9c524cfdb6c4571e25983b54d8201a3087db9a1c96a&o=""]",73,7.6,"[""435"", ""436"", ""439"", ""440"", ""444"", ""445"", ""446"", ""491"", ""492"", ""496""]"
822e66e0-36b6-4f37-bd6e-7819c885cbe0,Luxury Living Steps Away from Downtown LA,,34.049958,-118.2864034,"[""https://cf.bstatic.com/xdata/images/hotel/square600/563616352.webp?k=dbef2788718e7bf4f621f4b57dbdc6e290daf2f851f446245f22be6a679a1742&o=""]",485,9,[]
c561043c-56c2-41ac-801c-221a6ba6a364,Erboy Hotel Istanbul Sirkeci,,41.0125557,28.9771896,[],102,8.9,"[""435"", ""439"", ""440"", ""442"", ""443"", ""444"", ""448"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""495"", ""496"", ""498"", ""499"", ""500"", ""503"", ""504"", ""506""]"
e6731e54-bd43-4961-9fd4-568f797bc591,Hotel Kazusaya,,35.68972979999999,139.7744873,"[""https://cf.bstatic.com/xdata/images/hotel/square240/294789078.webp?k=0f0bd4942aac1557a3be45eaeff818ceab479d0c11ae106539608cc220c96402&o=""]",194,8.8,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""492"", ""495"", ""506""]"
3eec8eb3-0abc-472e-aba0-068e7b512f0c,Regency Hotel Parkside,,51.5217697,-0.1533364,"[""https://cf.bstatic.com/xdata/images/hotel/square240/183895885.jpg?k=033f9e2a3f5b67f1878e6a0e9a7a2b3ee2461cba46094864294c1865f8aab3ad&o=""]",186,7.8,"[""436"", ""445"", ""493""]"
862e6e30-2bdf-453c-99a3-27bbe28bd08f,Baraha Star Residence,,25.2823484,55.3228164,"[""https://cf.bstatic.com/xdata/images/hotel/square600/593700037.jpg?k=e951d3d3883d78b71c44f3e0cfc2a715cec850f7680cfc5d891fcb7b273e1349&o=""]",42,7,[]
9c697113-cbd3-461d-bcd2-62d5d680a10e,Pan Pacific Beijing,,39.91135,116.37163,[],113,8.8,"[""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""448"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""495"", ""496"", ""497"", ""502"", ""506""]"
06f59aa0-95d6-4bc4-b18b-66325fbdadf4,APA Hotel Ayase Ekimae,,35.763413,139.8261979,"[""https://cf.bstatic.com/xdata/images/hotel/square600/215603909.webp?k=9a11df6376c670ceece38452512ac9bf3e1606fe727ff8058d9fc97453ea37c4&o=""]",80,8.3,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""446"", ""489"", ""490"", ""492"", ""493"", ""494"", ""497"", ""499""]"
9d1cae8a-c16d-491e-b1df-3fe45d37211a,Chic Studio In Business Bay,,25.1859701,55.2862193,"[""https://cf.bstatic.com/xdata/images/hotel/square600/627377058.jpg?k=8f9fd000a8ab1d2e33403c08724492879d7d8d6a51e0abbeaa6b719c654bd8bb&o=""]",140,5.3,[]
1019e317-3b18-4705-a9ee-5ff524d1c183,M Hotel - Beijing Tiananmen Square Qianmen Subway Station,,39.89823,116.39823,"[""https://cf.bstatic.com/xdata/images/hotel/square240/551541026.webp?k=5336f0082be8aecae14f25094f3861ed531e5bf1b2a8292e6ab7a44c58c7ea93&o=""]",126,8.2,[]
0ec464b2-9124-44b9-bd7d-d9144dea10d1,Luxury Beachside Suite Sleeps 3,,34.0391578,-118.5565701,[],294,0,[]
61ec7419-a55f-4eb2-862b-26bd932c94e2,Arabian Ranches Golf Club,,25.0376965,55.2968364,"[""https://cf.bstatic.com/xdata/images/hotel/square240/64697076.jpg?k=2f3fb76553663a8834df6d9a976f532cbba5f2fb7c0f7241d0310a4f58f09a4d&o=""]",171,7.6,"[""436"", ""440"", ""442"", ""443"", ""445"", ""489"", ""490"", ""491"", ""492"", ""493"", ""496"", ""500"", ""502""]"
b66822a8-31e3-4386-813c-0e263a7afd2b,"Kerry Hotel Pudong, Shanghai",,31.213062,121.56251,"[""https://cf.bstatic.com/xdata/images/hotel/square600/209009291.jpg?k=d934cb47fa4089fd644148519f14dccd686af478cd05575691d3de351a50273c&o=""]",117,8.9,"[""182"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""495"", ""496"", ""497"", ""498"", ""499"", ""502"", ""503"", ""505"", ""506""]"
3f80c8fa-7195-47ea-9367-87f1c8a8f976,Seven Palm Residences Palm Jumeirah by Happy Season,,25.1121932,55.1386346,"[""https://cf.bstatic.com/xdata/images/hotel/square240/615390462.webp?k=55651c6306525e6ab2aa26fe670d7539a5c1d99f9537ac9d4e9c27a94e52c5fe&o=""]",185,7,[]
a55f49b8-8218-4efd-ab53-0aad862cff34,"Shangri-La The Shard, London",,51.5043803,-0.0868108,"[""https://cf.bstatic.com/xdata/images/hotel/square240/295688310.webp?k=f71e92e009a9ad7e95810b38af6b50cb456d3bfaf88355bbd60954abf2302a79&o=""]",1103,9.1,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""492"", ""493"", ""494"", ""495"", ""496"", ""497"", ""500"", ""501"", ""503"", ""505"", ""506""]"
f3960319-b308-48e9-8795-0ecbd7051f2b,The Gateway Hotel,,51.4510615,-0.1480577,[],175,8.3,[]
b3ac92d0-43e8-4eb5-b05d-2df98541d202,The Kings Arms,,51.542357,0.0038531,"[""https://cf.bstatic.com/xdata/images/hotel/square240/612223973.webp?k=0b6254a80ee1f4f4cdd9c3f5e5e0d2701f97c0c2cd7c0e9b8612d0bf817151d0&o=""]",150,8,[]
2e1ce648-6f57-41f2-8fb7-1a61433bfabc,Campanile Beijing South Railway Station Temple of Heaven,,39.904211,116.407395,"[""https://cf.bstatic.com/xdata/images/hotel/square240/565027295.jpg?k=d7d72a8671f5c8794bbb5569bddede913d3f15051218d8811f699a973f05a3db&o=""]",49,8.2,[]
b6ec1650-98fb-4432-a85c-36b297e887d0,Maison Albar - Le Vendome,,48.8717807,2.3347637,"[""https://cf.bstatic.com/xdata/images/hotel/square600/260386833.jpg?k=957fc265790e2d5fb743f2e15ffdde63fd2126f00f687a6e12d74b4e1626cd0b&o=""]",459,8.8,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""446"", ""448"", ""489"", ""490"", ""492"", ""493"", ""494"", ""495"", ""496"", ""497"", ""499"", ""500"", ""501"", ""502"", ""503""]"
b15494ee-0817-465f-95dd-642673bb718c,Chester Hotel,,51.4923244,-0.140799,"[""https://cf.bstatic.com/xdata/images/hotel/square600/113954571.webp?k=8bfce070bb664dcb414b248808b4f7d653ceffd0019e07c4b6c3fc757b8c6f09&o=""]",78,6.1,"[""436"", ""445"", ""493"", ""494""]"
e9b07dc5-f3c8-44d8-9e1f-118f68b35d9a,Novotel Shanghai Hongqiao,,31.22292,121.35531,"[""https://cf.bstatic.com/xdata/images/hotel/square240/246187483.jpg?k=3e20463b1325bf71b5d9ce7a23ec48d81e0d55cf00aad3e347630485f712e59d&o=""]",63,8.4,"[""182"", ""436"", ""439"", ""445"", ""448"", ""490"", ""502""]"
1d1cfdaf-74f1-401c-9d09-82ffe1c96105,Shanghai Huaihai Mansion,,31.21733,121.46151,[],118,8.4,[]
514c832f-1455-4cb1-ba97-272ed2a127bc,Vondel 99,,52.3626185,4.8722046,"[""https://cf.bstatic.com/xdata/images/hotel/square240/513553089.jpg?k=193df21c24a770d19c4a90647b2c0a6aef60288205ac073876c9726ee038bf7c&o=""]",151,9.7,[]
6a5840ba-bf5f-4e67-9561-e56110d24c6c,Hostel Hana An,,35.7672212,139.8657947,[],55,8.5,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""445"", ""446"", ""448"", ""489"", ""490"", ""492"", ""493"", ""499"", ""506""]"
e1eb55bf-744c-449a-9717-847b3378d245,LEGOLAND Hotel Dubai,,24.923946,55.0060946,"[""https://cf.bstatic.com/xdata/images/hotel/square600/376252025.webp?k=04f07fdab729df49693dd52ff8a085c4331481c9e0fa4223a123e2245a1d2fb2&o=""]",314,8.3,[]
40c7a55a-90a0-43ac-9651-b9b8326352b1,Atour S Hotel SHanghai Baoshan Gucun Park,,31.35875,121.37302,[],97,0,[]
897a7528-a7f7-46cb-adb1-5a7dac3e1037,HOTEL TABARD TOKYO,,35.6944085,139.8176527,"[""https://cf.bstatic.com/xdata/images/hotel/square240/265259543.jpg?k=fed9f1efedafb1f256531e608ac7266f74f65ef05a8e4f4a6603306d81aea07d&o=""]",119,8.4,"[""435"", ""436"", ""439"", ""440"", ""441"", ""442"", ""443"", ""444"", ""445"", ""446"", ""489"", ""492"", ""493"", ""494"", ""495"", ""502"", ""505""]"
c57a8647-9ce0-49f7-bddd-9825fcea84a1,APA Hotel Kanda Ekimae,,35.693765,139.7722966,"[""https://cf.bstatic.com/xdata/images/hotel/square600/129388708.webp?k=375cc2097305e0b396d56aaf5f75427b61a51fab1f54129e1512f1d71c3658a7&o=""]",108,8,"[""435"", ""436"", ""439"", ""440"", ""442"", ""443"", ""444"", ""445"", ""446"", ""489"", ""490"", ""492"", ""493"", ""494"", ""497"", ""499""]"
d5b30629-1534-4883-9283-5816824d8c31,Grand Nikko Tokyo Daiba,,35.6252494,139.7717575,"[""https://cf.bstatic.com/xdata/images/hotel/square240/117744158.webp?k=e6e550fa2b8b684cf213c7b460d46ddd8284f66dca18c178e5acc05558fb9934&o=""]",269,9,"[""436"", ""445"", ""500"", ""501""]"
